Customer_ID,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Mix_Score,Spending_Behaviour_Score,Occupation_Stability_Score,Credit_History_Months,Investment_Ratio,Debt_Burden_Ratio,Delay_Score,Age_Risk_Proxy,EMI_Income_Ratio,Savings_Rate,Credit_History_Score,Annual_Income_norm,Monthly_Inhand_Salary_norm,Num_Bank_Accounts_norm,Interest_Rate_norm,risk_score,risk_label,risk_label_encoded
CUS_0x11a4,44,44295.54,3548.908871748794,8.0,6.0,30.0,2.0,37.0,18.0,11.96,8.0,1280.42,0.5588097253416291,193.96210233362524,195.14579526456794,374.5077306530129,0.5,0.40277777777777785,0.39880952380952395,155.5,0.009165672623234537,0.0450659975049312,0.6214689265536724,0.3157894736842105,0.01821800345668805,0.9726729947093706,0.36616161616161624,0.1900295393027423,0.2278258970866935,0.7272727272727273,0.8787878787878789,-0.3837918116522478,Low,1
CUS_0x11b7,28,70099.04,5420.165108200587,1.0,1.0,10.0,3.0,4.75,7.0,12.1,5.0,498.61,0.2649279334336483,790.3394730098074,219.71579067823018,519.7249614447071,0.875,0.7694444444444444,0.23809523809523814,294.5,0.006270156720304521,0.010899646773128076,0.1327683615819209,0.7368421052631579,0.04860488300551503,0.9270926754331166,0.7171717171717172,0.3234149168928314,0.3690450684831952,0.09090909090909091,0.2727272727272727,0.5881081892235617,High,0
CUS_0x11c1,34,29902.22,3081.9025,6.0,3.0,12.0,3.0,9.0,11.75,10.32,3.0,533.71,0.341271573022071,3664.9077453217883,142.44630778419585,286.9285317867536,0.5,0.34444444444444444,0.7142857142857144,245.25,0.0074089655925561595,0.02773024546623915,0.2344632768361582,0.5789473684210525,0.3963901890831629,0.4054147162277276,0.5928030303030304,0.11562651556662196,0.19258205844474266,0.5454545454545454,0.33333333333333337,-0.031232087108290077,Medium,2
CUS_0x11e2,34,44986.55,3689.879166666667,6.0,5.0,11.0,1.0,0.0,1.0,10.26,637.25,753.21,0.420056282711454,23.26713547724025,89.69621849814567,503.6791108449694,1.0,0.6944444444444444,0.04761904761904767,242.5,0.0030185412737908854,0.02599710232124139,0.011299435028248588,0.5789473684210525,0.0021018877511512534,0.9968471682739355,0.585858585858586,0.19360155975611212,0.23846458346861352,0.5454545454545454,0.3030303030303031,0.4492699508401835,High,0
CUS_0x11eb,24,62835.08,5464.256666666667,0.0,4.0,1.0,2.0,10.0,11.25,-0.9800000000000001,4.0,306.85,0.31054955381538196,67.38407411418386,252.55034622536098,486.49124632712187,0.75,0.525,0.9523809523809526,401.5,0.00740863668363008,0.007404339954271119,0.2401129943502825,0.8421052631578946,0.004110597178015189,0.9938341041775323,0.9873737373737376,0.2858655128430202,0.3723725515028199,0.0,0.0,0.6874457997270383,Very_High,3
CUS_0x1207,34,19506.73,1491.5608333333332,9.0,7.0,22.0,6.0,47.5,15.5,3.69,15.0,1594.83,0.4875734405543035,59.13404168572198,2595.450931808763,262.5869342901496,0.0,0.18888888888888894,0.5952380952380953,180.25,0.34681050746423964,0.12792369782507057,0.711864406779661,0.5789473684210525,0.013215248600560205,0.9801771267995036,0.42866161616161624,0.06188937297418311,0.0725628285663957,0.8181818181818182,0.6363636363636365,-0.751730808513218,Very_Low,4
CUS_0x120c,15,29135.38,2138.9483333333333,10.0,7.0,21.0,9.0,15.25,24.75,6.289999999999999,11.0,1833.81,0.47810541119610095,201.0022811215709,2625.5950719846005,137.61651000754966,0.0,0.2777777777777778,0.6428571428571428,115.5,0.2441058817537991,0.09842361112880717,0.4519774011299435,0.9999999999999999,0.0313241602419255,0.9530137594379298,0.2651515151515152,0.1116625090190147,0.12141959363231028,0.9090909090909092,0.6060606060606061,-0.778475177364035,Very_Low,4
CUS_0x1220,32,128494.52,10580.876666666669,4.0,4.0,9.0,2.0,0.0,1.75,10.83,4.5,722.25,0.6040033652859353,176.90460970962792,507.24851886406213,633.9345380929767,0.75,0.6,0.8809523809523809,346.5,0.0077535768732294565,0.008560460826783441,0.019774011299435026,0.6315789473684209,0.005573092390041675,0.9916403614036617,0.8484848484848486,0.6252771894277395,0.758511457909817,0.36363636363636365,0.2424242424242424,0.7175937241881494,Very_High,3
CUS_0x122f,24,18231.52,1448.293333333333,6.0,5.0,15.0,9.0,32.75,17.0,1.83,8.0,1358.96,0.4886328565763871,86.60864700923113,96.41470432746937,230.09715236681535,0.25,0.40277777777777785,0.3333333333333335,187.5,0.011486705128393233,0.11660633511199621,0.5621468926553672,0.8421052631578946,0.01993349573507914,0.970099756087345,0.446969696969697,0.05529746228932804,0.06929753524131689,0.5454545454545454,0.4242424242424243,-0.3932564016936273,Low,1
CUS_0x123d,31,7703.635,651.9695833333334,6.0,8.0,18.0,6.0,54.75,17.0,17.8,356.25,3044.94,0.41835548523124455,32.08109830785891,2527.761271471101,277.8325793885349,0.125,0.19722222222222224,0.8809523809523809,34.5,0.7750071035519555,0.6194140828848324,0.8107344632768362,0.6578947368421052,0.0164021446596895,0.9753967822789487,0.06060606060606061,0.0008759335839184854,0.009200912476499748,0.5454545454545454,0.5151515151515151,-0.8446055302298628,Very_Low,4
CUS_0x1249,32,9529.855,583.7274690480067,9.0,8.0,26.0,3.0,50.75,19.0,7.2,10.0,1818.36,0.4879419368900617,116.43805681409916,39.04699779017738,295.2575180143833,0.125,0.19444444444444448,0.22023809523809534,88.25,0.011551075952599767,0.29888391817924853,0.788135593220339,0.6315789473684209,0.06649110688847262,0.9002633388433907,0.19633838383838384,0.010316166275707292,0.004050845561028721,0.8181818181818182,0.7575757575757576,-0.9090984999222955,Very_Low,4
CUS_0x1252,29,34132.87,2970.4058333333337,4.0,6.0,4.0,4.0,5.75,12.25,10.89,2.0,187.64,0.3653822575827679,100.08431790291893,213.69788508503893,258.2583803453755,1.0,0.3666666666666667,0.7559523809523809,256.25,0.012562907734988787,0.008366810241027266,0.2033898305084746,0.7105263157894736,0.01123127315310451,0.9831530901376874,0.6205808080808082,0.1374959072267266,0.18416767532958225,0.36363636363636365,0.09090909090909091,0.46180996012165926,High,0
CUS_0x1255,47,38670.08,3459.5066666666667,4.0,5.0,3.0,1.0,7.25,2.0,4.779999999999999,2.0,632.29,0.3851009099515337,23.92376087713088,207.13600403263166,387.39090175690416,1.0,0.3444444444444445,0.5238095238095237,274.25,0.010144860247380677,0.025382359442048356,0.10451977401129943,0.23684210526315785,0.0023051225868635904,0.9965423160113325,0.6660353535353536,0.16094999171354152,0.22107892942038518,0.36363636363636365,0.06060606060606061,0.617136214005751,High,0
CUS_0x126d,36,88936.28500004458,3170.55,6.0,3.0,20.0,7.0,22.0,11.0,15.26,10.0,1462.53,0.49103807834715907,197.1080745500404,180.66805872812284,204.27886672183675,0.5,0.37222222222222223,0.7023809523809526,182.5,0.009565540743722543,0.02552942907984931,0.3728813559322034,0.5263157894736842,0.020722805663357248,0.9689157913824176,0.4343434343434344,0.4207898093333129,0.19927207034824815,0.5454545454545454,0.5757575757575758,-0.08747155080771113,Medium,2
CUS_0x1277,23,13762.45,910.8708333333334,7.0,6.0,13.0,5.0,13.0,10.5,8.39,355.25,720.94,0.46235913754929037,46.735373094115936,59.781010258301016,264.57069998091634,0.5,0.31388888888888894,0.7142857142857144,139.5,0.011298228139652866,0.08187385429418345,0.2655367231638418,0.8684210526315789,0.017102817557486646,0.9743457731501965,0.3257575757575758,0.03219561217494281,0.028739562120679796,0.6363636363636364,0.36363636363636365,-0.23710058397191897,Low,1
CUS_0x1281,18,8780.975,530.0508333333332,5.0,4.0,20.0,6.0,17.75,8.0,13.32,7.75,851.71,0.5989971581974964,36.74831397560092,30.80218021603602,251.06984035019252,0.5,0.18333333333333335,0.09523809523809534,137.5,0.009791669941398316,0.1518113514595838,0.2909604519774011,0.9999999999999999,0.02310993059236214,0.9653351032031758,0.3207070707070708,0.006444999900228544,0.0,0.4545454545454546,0.5757575757575758,-0.33476821980329363,Low,1
CUS_0x128e,19,20232.11,1918.009166666667,5.0,3.0,6.0,5.0,9.0,19.5,17.36,8.5,1104.6,0.6533183134146223,48.657765546492435,139.72549581071164,275.91765530946265,0.5,0.2861111111111111,0.04166666666666674,114.5,0.012744626328202443,0.08534140574682349,0.3220338983050847,0.9736842105263156,0.008456297006075055,0.9873155542660228,0.26262626262626265,0.06563906139615296,0.10474585038009693,0.4545454545454546,0.15151515151515152,-0.115607182884004,Medium,2
CUS_0x129b,24,95933.68,7860.473333333332,4.0,5.0,15.0,7.0,17.75,10.25,15.620000000000001,5.0,129.15,0.5450971456946871,361.86711087494234,2688.275300254269,444.6952705160593,0.5,0.6361111111111111,0.9523809523809526,100.5,0.06667431665631153,0.0018589628709059095,0.3163841807909604,0.8421052631578946,0.015345433431443317,0.976981849824673,0.22727272727272727,0.45696126569450635,0.5532092138269491,0.36363636363636365,0.4242424242424243,0.0660287646783917,Medium,2
CUS_0x12a6,25,18158.33,1325.1941666666671,7.0,9.0,25.0,4.0,27.75,15.25,16.02,12.0,1401.91,0.3718820457112293,39.76786259442177,75.93761501705492,294.31393905519,0.25,0.2694444444444445,0.4761904761904763,214.5,0.009629622920051907,0.12078553668412986,0.4858757062146893,0.8157894736842105,0.010003027874383858,0.9849954578468592,0.5151515151515152,0.054919123080080526,0.06000753958084591,0.6363636363636364,0.7272727272727273,-0.5221603340467282,Low,1
CUS_0x12a9,44,44822.21,3555.1841666666664,1.0,4.0,2.0,4.0,14.5,7.25,1.03,2.5,730.64,0.5442676915747315,135.04428557554093,138.800311139889,336.67381995123674,0.875,0.5888888888888889,0.29166666666666674,292.5,0.005970589211191432,0.02530391450043935,0.2457627118644068,0.3157894736842105,0.012661724325819574,0.9810074134062243,0.7121212121212122,0.19275204116548852,0.22829947838000217,0.09090909090909091,0.030303030303030304,0.6609980527863856,Very_High,3
CUS_0x12af,37,33799.36,2944.6133333333332,5.0,3.0,19.0,4.0,16.25,11.5,16.35,7.5,173.76,0.5068498080675168,75.09807764471795,112.51036451196057,366.85289117665485,0.5,0.4944444444444444,0.4761904761904763,85.5,0.005803722722445883,0.007808044503478147,0.3135593220338983,0.4999999999999999,0.00850118154949766,0.9872482275417718,0.18939393939393942,0.13577190244907744,0.18222117788722722,0.4545454545454546,0.5454545454545455,-0.15076144428081845,Low,1
CUS_0x12b6,18,67104.12,5829.009999999998,9.0,9.0,19.0,5.0,26.5,25.75,21.54,8.0,4635.75,0.24501243802815464,265.0221602340179,351.77386821954565,317.1466294546901,0.0,0.3611111111111111,0.09523809523809534,23.5,0.010239912912774384,0.10805258407129147,0.5903954802259886,0.9999999999999999,0.015155355722987374,0.9772669663651987,0.03282828282828283,0.3079333529556869,0.3998996012430076,0.8181818181818182,0.5454545454545455,-0.7386833647897061,Very_Low,4
CUS_0x12b8,29,15906.4,1350.5333333333333,9.0,10.0,21.0,8.0,25.0,20.5,27.86,7.5,3167.74,0.20546707306234646,4023.1700318547564,5029.961192990073,268.5599203203886,0.0,0.4583333333333333,1.0,133.25,0.7444126344529902,0.3119621566876604,0.5141242937853108,0.7105263157894736,0.992983026181214,0.0,0.3099747474747475,0.04327827849091821,0.061919825055618535,0.8181818181818182,0.6060606060606061,-0.8922806798015406,Very_Low,4
CUS_0x12bf,51,97976.08,8136.673333333332,8.0,6.0,12.0,2.0,16.0,8.5,6.53,5.0,1113.49,0.3982671945986267,115.08732513084908,845.307994219713,158.12292376228177,0.5,0.23333333333333334,0.9523809523809526,341.75,0.01896400776456075,0.017565652425824512,0.2768361581920904,0.13157894736842102,0.004714757510100557,0.992927863709425,0.8364898989898991,0.4675189921730849,0.5740533581936623,0.7272727272727273,0.33333333333333337,0.2818932649013463,High,0
CUS_0x12ce,42,9795.07,586.2558333333333,7.0,8.0,29.0,6.0,62.0,16.25,3.01,15.0,2065.27,0.4469200229956871,42.60531716835378,2536.303317931884,250.3952041610209,0.125,0.3972222222222223,0.34523809523809534,73.5,0.8650052050932119,0.3303033752014152,0.884180790960452,0.36842105263157887,0.0242245305850149,0.9636632033045718,0.15909090909090912,0.01168713544336112,0.004241655083747728,0.6363636363636364,0.8484848484848485,-0.885463517141067,Very_Low,4
CUS_0x12d1,41,21384.94,1646.0783333333331,4.0,4.0,15.0,2.0,23.25,14.25,14.37,9.0,691.53,0.6343304519715156,22.09562499959782,123.39886789005013,304.1133404436854,0.5,0.09444444444444446,0.4047619047619049,326.5,0.013168637305945488,0.05044483441949295,0.423728813559322,0.39473684210526316,0.004474397226169801,0.993288403893032,0.7979797979797981,0.07159835625333055,0.08422388967133278,0.36363636363636365,0.4242424242424243,0.041528775791783115,Medium,2
CUS_0x12ec,42,45675.0,3635.25,8.0,5.0,28.0,4.0,21.25,13.75,8.76,11.0,1771.8,0.6276859789508729,134.27025580809507,202.74687482145717,304.0078693704478,0.5,0.32500000000000007,0.6428571428571428,79.5,0.009322948064345509,0.06056337933987997,0.3954802259887006,0.36842105263157887,0.012311877291443453,0.9815321839609052,0.17424242424242425,0.19716034686646136,0.2343418527060022,0.7272727272727273,0.8181818181818182,-0.36371470857158283,Low,1
CUS_0x12ef,44,68898.0,5588.5,7.0,4.0,11.0,0.0,24.5,17.75,5.3,572.75,312.14,0.6425598453355925,0.0,176.04258847725282,632.8074115227472,0.5,0.6833333333333332,0.0,341.25,0.00445963584048456,0.006851000485957578,0.4774011299435028,0.3157894736842105,0.0,0.999999999946813,0.8352272727272728,0.31720641130634897,0.3817488946476486,0.6363636363636364,0.3030303030303031,0.2155367293157601,High,0
CUS_0x12fa,46,87876.27,7232.0225,4.0,5.0,15.0,0.0,9.25,14.0,7.6,5.0,502.29,0.5088523340527085,0.0,111.32888729547447,851.8733627045256,0.5,1.0,0.39880952380952395,277.25,0.001232272011376683,0.008709420218656689,0.2627118644067797,0.26315789473684215,0.0,0.9999999999671456,0.6736111111111112,0.4153103006995189,0.5057815530833529,0.36363636363636365,0.4242424242424243,0.3687829124104281,High,0
CUS_0x12fc,18,128450.32,10943.193333333336,1.0,5.0,4.0,3.0,7.25,1.75,6.66,4.0,27.625600000000002,0.49019247148703626,974.6156486742641,403.80445207483393,704.9838180299837,0.875,0.35277777777777786,0.4761904761904763,371.25,0.005541474061905475,8.557440218796218e-05,0.1016949152542373,0.9999999999999999,0.02968711901234199,0.9554693214704633,0.9109848484848486,0.6250487074896504,0.7858546183242499,0.09090909090909091,0.09090909090909091,0.8319525902920865,Very_High,3
CUS_0x130c,44,9203.725,1048.9770833333332,10.0,5.0,18.0,7.0,38.0,20.5,1.2999999999999998,11.0,2338.29,0.44312322044711294,11517.1227998381,56.314732342331354,292.0859095402013,0.125,0.4694444444444444,0.7142857142857144,106.5,0.008904756544794324,0.3980473334644659,0.6610169491525424,0.3157894736842105,1.0,0.0,0.24242424242424246,0.008630310744734533,0.0391621059763836,0.9090909090909092,0.5151515151515151,-0.8098561250154954,Very_Low,4
CUS_0x1329,50,160573.56,13293.13,1.0,2.0,8.0,1.0,12.75,6.5,2.01,4.0,551.26,0.7807346322422302,121.17893736436994,518.5469633573745,947.0870992782558,1.0,0.6111111111111112,0.5595238095238098,240.5,0.0059639724860640125,0.005130565849746292,0.2175141242937853,0.1578947368421053,0.00303863568011582,0.99544204647833,0.5808080808080809,0.7911025566503089,0.9631986412519578,0.09090909090909091,0.21212121212121213,0.9770546293225689,Very_High,3
CUS_0x133b,34,44261.65,3317.279510476521,4.0,1.0,5.0,1.0,1.25,13.0,3.36,2.0,452.2,0.0849952243383516,460.3113893092255,311.53650896506406,324.09050791585554,1.0,0.1527777777777778,0.9523809523809526,365.5,0.016965233345091812,0.01576526213485196,0.16101694915254236,0.5789473684210525,0.04625390451389698,0.9306191431121938,0.8964646464646465,0.18985435258595862,0.21034539076544498,0.36363636363636365,0.12121212121212122,0.5514584200306629,High,0
